"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"156","<i>Acca sellowiana</i> (O.Berg.) Burret","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Acca"
"157","<i>Acer</i> L., <i>Sp. Pl.</i> 1054-1056 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"158","<i>Acer buergerianum</i> Miq. (1865)","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"159","<i>Acer cappadocicum</i> Gled.","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"160","<i>Acer negundo</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"161","<i>Acer negundo</i> L. var. <i>negundo</i>","var.","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"162","<i>Acer palmatum</i> (Thunb.) Murray (1784)","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"163","<i>Acer pseudoplatanus</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"164","<i>Acer rubrum</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer"
"165","<i>Acetosa</i> Mill. (1754)","genus","","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex"
"166","<i>Acetosa sagittata</i> (Thunb.) L.A.S.Johnson & B.G.Briggs (1962)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex"
"167","<i>Acetosa vesicaria</i> (L.) ?. L?ve","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex"
"168","<i>Acetosella</i> (Meisn.) Fourr.","genus","","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex"
"169","<i>Acetosella vulgaris</i> Fourr. (1869)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex"
"170","<i>Achillea</i> L., <i>Sp. Pl.</i> 896-900 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Achillea"
"171","<i>Achillea filipendulina</i> Lam.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Achillea"
"172","<i>Achillea millefolium</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Achillea"
"173","<i>Achillea nobilis</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Achillea"
"174","<i>Achillea ptarmica</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Achillea"
"175","<i>Achnatherum</i> P.Beauv., <i>Ess. Agrostogr.</i> 19-20 (1812)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Achnatherum"
"176","<i>Achnatherum caudatum</i> (Trin.) S.W.L.Jacobs & J.Everett, <i>Telopea</i> 6: 582 (1996)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Amelichloa"
"177","<i>Achnatherum conspicuum</i> (G.Forst.) P.Beauv., <i>Ess. Agrostogr.</i> 20, 142, 152 (1812)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Chionochloa"
"178","<i>Achnatherum miliaceum</i> (L.) P.Beauv. (1812)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Piptatherum"
"179","<i>Achnatherum petriei</i> (Buchanan) S.W.L.Jacobs & J.Everett, <i>Telopea</i> 6: 582 (1996)","species","Endemic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Achnatherum"
"180","<i>Achras costata</i> A.Cunn., <i>Ann. Nat. Hist.</i> 2: 46 (1839)","species","","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Planchonella"
"181","<i>Achras costata</i> Endl., <i>Prodr. Fl. Norfolk.</i> 49 (1833)","species","","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Planchonella"
"182","<i>Achras novozelandica</i> F.Muell. (1875)","species","","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Planchonella"
"183","<i>Achyranthes</i> L., <i>Sp. Pl.</i> 204 (1753)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Achyranthes"
"184","<i>Achyranthes aspera</i> var. <i>velutina</i> (Hook. & Arn.) C.C.Towns.","var.","","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Achyranthes"
"185","<i>Achyranthes repens</i> L. (1753)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera"
"186","<i>Achyranthes velutina</i> Hook. & Arn.","species","Non-endemic","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Achyranthes"
"187","<i>Acianthus</i> R.Br., <i>Prodr. Fl. Nov. Holland.</i> 321 (1810)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Acianthus"
"188","<i>Acianthus fornicatus</i> var. <i>sinclairii</i> (Hook.f.) Hatch, <i>Trans. Roy. Soc. New Zealand</i> 75: 369 (1945)","var.","","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Acianthus"
"189","<i>Acianthus oblongus</i> (Hook.f.) Schltr. (1906)","species","","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Cyrtostylis"
"190","<i>Acianthus reniformis</i> var. <i>oblongus</i> (Hook.f.) Rupp & Hatch, <i>Proc. Linn. Soc. New South Wales</i> 70: 59 (1946)","var.","","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Cyrtostylis"
"191","<i>Acianthus rivularis</i> A.Cunn., <i>Companion Bot. Mag.</i> 2: 376 (1837)","species","","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Corybas"
"192","<i>Acianthus sinclairii</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 245 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Acianthus"
"193","<i>Acicarpha</i> Juss., <i>Ann. Mus. Natl. Hist. Nat.</i> 2: 347 (1803)","genus","Exotic","Tracheophyta","Magnoliopsida","Asterales","Calyceraceae","Acicarpha"
"194","<i>Acicarpha tribuloides</i> Juss., <i>Ann. Mus. Natl. Hist. Nat.</i> 2: 348 (1803)","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Calyceraceae","Acicarpha"
"195","<i>Acidanthera</i> Hochst.","genus","","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Gladiolus"
"196","<i>Acinos</i> Mill., <i>Gard. Dict. Abr., ed. 4. </i> (1754)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Acinos"
"197","<i>Acinos arvensis</i> (Lam.) Dandy (1946)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Acinos"
"198","<i>Acinos thymoides</i> Moench, <i>Methodus (Moench)</i> 407 (1794)","species","","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Acinos"
"199","<i>Aciphylla</i> J.R.Forst. & G.Forst. (1775)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"200","<i>Aciphylla ?latibracteata</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 15 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"201","<i>Aciphylla acutifolia</i> Cockayne in Chilton, <i>Subantarctic Is. N. Z.</i> 198 (1909)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Anisotome"
"202","<i>Aciphylla anomala</i> Allan","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"203","<i>Aciphylla aurea</i> W.R.B.Oliv.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"204","<i>Aciphylla cartilaginea</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 47: 49 (1915)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"205","<i>Aciphylla colensoi</i> Hook.f., <i>Handb. New Zealand Fl.</i> 92 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"206","<i>Aciphylla colensoi</i> var. <i>conspicua</i> Kirk, <i>Stud. Fl. New Zealand</i> 207 (1899)","var.","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"207","<i>Aciphylla congesta</i> Cheeseman","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"208","<i>Aciphylla crenulata</i> J.B.Armstr., <i>Trans. & Proc. New Zealand Inst.</i> 13: 336 (1880 [1881])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"209","<i>Aciphylla crosby-smithii</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 48 (1915)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"210","<i>Aciphylla cuthbertiana</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 47: 48 (1915)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"211","<i>Aciphylla decipiens</i> (Hook.f.) Benth. & Hook.f. (1867)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Gingidia"
"212","<i>Aciphylla dieffenbachii</i> (F.Muell.) Kirk, <i>Stud. Fl. New Zealand</i> 211 (1899)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"213","<i>Aciphylla dissecta</i> (Kirk) W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 9 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"214","<i>Aciphylla divisa</i> (Cheeseman) Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 54: 568 (1923)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"215","<i>Aciphylla dobsonii</i> Hook.f.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"216","<i>Aciphylla ferox</i> W.R.B.Oliv.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"217","<i>Aciphylla flabellata</i> Cockayne, <i>Rep. Bot. Surv. Stewart Island</i> 59 (1909)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Gingidia"
"218","<i>Aciphylla flexuosa</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 6 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"219","<i>Aciphylla glaucescens</i> W.R.B.Oliv.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"220","<i>Aciphylla gracilis</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 10 (1956)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"221","<i>Aciphylla hectorii</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 14: 346, pl. 27 (1881 [1882])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"222","<i>Aciphylla hookeri</i> Kirk, <i>Stud. Fl. New Zealand</i> 209 (1899)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"223","<i>Aciphylla horrida</i> W.R.B.Oliv.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"224","<i>Aciphylla indurata</i> Cheeseman","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"225","<i>Aciphylla inermis</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 14 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"226","<i>Aciphylla intermedia</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 44: 180 (1911 [1912])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"227","<i>Aciphylla kirkii</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 19: 214 (1886 [1887])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"228","<i>Aciphylla lecomtei</i> J.W.Dawson, <i>New Zealand J. Bot.</i> 17: 343-347 (1979)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"229","<i>Aciphylla leighii</i> Allan","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"230","<i>Aciphylla lyallii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 92 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"231","<i>Aciphylla monroi</i> Hook.f., <i>Bot. Antarct. Voy. II (Fl. Nov.-Zel.) Part II,</i> 330 (1855)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"232","<i>Aciphylla monroi</i> var. <i>divisa</i> Cheeseman, <i>Trans. New Zealand Inst.</i> 47: 42 (1915 [1914])","var.","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"233","<i>Aciphylla montana</i> Armstr., <i>Trans. New Zealand Inst.</i> 4: 290 (1872)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"234","<i>Aciphylla montana</i> var. <i>gracilis</i> (W.R.B.Oliv.) J.W.Dawson, <i>New Zealand J. Bot.</i> 17: 342-343 (1979)","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"235","<i>Aciphylla montana</i> Armstr., <i>Trans. New Zealand Inst.</i> 4: 290 (1872) var. <i>montana</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"236","<i>Aciphylla multisecta</i> Cheeseman, <i>Trans. New Zealand Inst.</i> 47: 43 (1915 [1914])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"237","<i>Aciphylla pinnatifida</i> Petrie","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"238","<i>Aciphylla polita</i> (Kirk) Cheeseman","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"239","<i>Aciphylla poppelwelli</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 53: 369 (1921)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"240","<i>Aciphylla poppelwelli</i> var. <i>major</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 53: 370 (1921)","var.","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"241","<i>Aciphylla poppelwelli</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 53: 369 (1921) var. <i>poppelwelli</i>","var.","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"242","<i>Aciphylla scott-thomsonii</i> Cockayne & Allan, <i>Trans. New Zealand Inst.</i> 57: 48 (1926 [1927])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"243","<i>Aciphylla similis</i> Cheeseman, <i>Trans. New Zealand Inst.</i> 47: 42 (1915)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"244","<i>Aciphylla simplex</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 22: 440 (1889 [1890])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"245","<i>Aciphylla spedenii</i> Cheeseman","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"246","<i>Aciphylla squarrosa</i> J.R.Forst. & G.Forst., <i>Char. Gen. Pl., ed. 2.</i> 136, t.68 (1776)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"247","<i>Aciphylla squarrosa</i> var. <i>flaccida</i> Kirk, <i>Stud. Fl. New Zealand</i> 208 (1899)","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"248","<i>Aciphylla squarrosa</i> J.R.Forst. & G.Forst., <i>Char. Gen. Pl., ed. 2.</i> 136, t.68 (1776) var. <i>squarrosa</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"249","<i>Aciphylla stannensis</i> J.W.Dawson, <i>New Zealand J. Bot.</i> 18: 119-120 (1980)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"250","<i>Aciphylla subflabellata</i> W.R.B.Oliv.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"251","<i>Aciphylla takahea</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 13 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"252","<i>Aciphylla townsonii</i> Cheeseman, <i>Man. New Zealand Fl.</i> 1138 (1906)","species","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"253","<i>Aciphylla traillii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 16: 371 (1883 [1884])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"254","<i>Aciphylla traillii</i> var. <i>cartilaginea</i> (Petrie) Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 669 (1925)","var.","","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"255","<i>Aciphylla traversii</i> (F.Muell.) Hook.f.","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"256","<i>Aciphylla trifoliolata</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 48: 186 (1915 [1916])","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"257","<i>Aciphylla verticillata</i> W.R.B.Oliv., <i>Trans. Roy. Soc. New Zealand</i> 84: 6 (1956)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Aciphylla"
"258","<i>Ackama</i> A.Cunn., <i>Ann. Nat. Hist.</i> 2: 358 (1839)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Oxalidales","Cunoniaceae","Ackama"
"259","<i>Ackama nubicola</i> de Lange, <i>New Zealand J. Bot.</i> 40: 529 (2002)","species","Endemic","Tracheophyta","Magnoliopsida","Oxalidales","Cunoniaceae","Ackama"
"260","<i>Ackama rosifolia</i> A.Cunn., <i>Ann. Nat. Hist.</i> 2: 358 (1839)","species","Endemic","Tracheophyta","Magnoliopsida","Oxalidales","Cunoniaceae","Ackama"
"261","<i>Acmena</i> DC. (1828)","genus","","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Syzygium"
"262","<i>Acmena smithii</i> (Poir.) Merr. & L.M.Perry","species","","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Syzygium"
"263","<i>Aconitum</i> L., <i>Sp. Pl.</i> 532 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aconitum"
"264","<i>Aconitum napellus</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aconitum"
"265","<i>Aconogonon</i> (Meisn.) Rchb., <i>Handb. Nat. Pfl.-Syst.  Handb. Nat. Pfl.-Syst.  Handb. Nat. Pfl.-Syst.</i> 236 (1837)","genus","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Aconogonon"
"266","<i>Aconogonon campanulatum</i> (Hook.f.) H.Hara, <i>Fl. E. Himalaya</i> 67 (1966)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Aconogonon"
"267","<i>Aconogonon molle</i> (D.Don) Hara (1966)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Aconogonon"
"268","<i>Acoraceae</i> Martinov","family","Exotic","Tracheophyta","Magnoliopsida","Alismatales","Acoraceae",""
"269","<i>Acorus</i> L., <i>Sp. Pl.</i> 324 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Alismatales","Acoraceae","Acorus"
"270","<i>Acorus gramineus</i> Sol. ex Aiton, <i>Hortus Kew. (W. Aiton)</i> 474 (1789)","species","Exotic","Tracheophyta","Magnoliopsida","Alismatales","Acoraceae","Acorus"
"271","<i>Acorus gramineus</i> 'Variegatus'","cv","Exotic","Tracheophyta","Magnoliopsida","Alismatales","Acoraceae","Acorus"
"272","<i>Acroptilon</i> Cass. in Cuvier, <i>Dict. Sci. Nat., ed. 2. [F. Cuvier] 50,</i> 464-465 (1827)","genus","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Acroptilon"
"273","<i>Acroptilon repens</i> (L.) DC.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Acroptilon"
"274","<i>Acroptilon repens</i> subsp. <i>australe</i> (Iljin) Rech.f.","subsp.","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Acroptilon"
"275","<i>Acrothamnus</i> Quinn, <i>Austral. Syst. Bot.</i> 18: 451-452 (2005)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Acrothamnus"
"276","<i>Acrothamnus colensoi</i> (Hook.f.) Quinn, <i>Austral. Syst. Bot.</i> 18: 452 (2005)","species","Endemic","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Acrothamnus"
"277","<i>Actinidia</i> Lindl., <i>Nat. Syst. Bot.</i> 439 (1836)","genus","Exotic","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"278","<i>Actinidia chinensis</i> Planch. (1847)","species","Exotic","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"279","<i>Actinidia chinensis</i> f. <i>chlorocarpa</i> C.F.Liang","f.","","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"280","<i>Actinidia chinensis</i> f. <i>longipila</i> C.F.Liang & R.Z.Wang","f.","","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"281","<i>Actinidia chinensis</i> Planch. (1847) var. <i>chinensis</i>","var.","Exotic","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"282","<i>Actinidia chinensis</i> var. <i>deliciosa</i> A.Chev. (1941)","var.","Exotic","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
"283","<i>Actinidia deliciosa</i> (A.Chev.) C.F.Liang & A.R.Ferguson (1984)","species","","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia"
