"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"8411","<i>Neopaxia erythrophylla</i> Heenan, <i>New Zealand J. Bot.</i> 37: 226-227 (1999)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Montia"
"8412","<i>Neopaxia lineariifolia</i> Heenan, <i>New Zealand J. Bot.</i> 37: 227-229 (1999)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Montia"
"8413","<i>Neopaxia racemosa</i> (Buchanan) Heenan, <i>New Zealand J. Bot.</i> 37: 229-231 (1999)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Montia"
"8414","<i>Neopaxia sessiliflora</i> (G.Simpson) Heenan, <i>New Zealand J. Bot.</i> 37: 231-232 (1999)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Montia"
"8415","<i>Nepeta</i> L., <i>Sp. Pl.</i> 570-572 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Nepeta"
"8416","<i>Nepeta ?faassenii</i> Bergmans ex Stearn (1950)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Nepeta"
"8417","<i>Nepeta cataria</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Nepeta"
"8418","<i>Nepeta mussinii</i> Henckel","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Nepeta"
"8419","<i>Nerine</i> Herb., <i>Bot. Mag.</i> 47: pl. 2124 + foll. (1820)","genus","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8420","<i>Nerine bowdenii</i> W.Watson (1904)","species","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8421","<i>Nerine curvifolia</i> Jacq.","species","","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8422","<i>Nerine filifolia</i> Baker (1881)","species","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8423","<i>Nerine fothergillii</i> (Andrews) M.Roem.","species","","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8424","<i>Nerine sarniensis</i> (L.) Herb. (1820)","species","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8425","<i>Nerine sarniensis</i> f. <i>fothergillii</i> (Andrews) Traub","f.","","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8426","<i>Nerine sarniensis</i> f. <i>fothergillii</i> (Andrews) Traub","f.","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8427","<i>Nerine sarniensis</i> var. <i>curvifolia</i> (Jacq.) Traub.","var.","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Nerine"
"8428","<i>Nerium</i> L., <i>Sp. Pl.</i> 209 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Nerium"
"8429","<i>Nerium oleander</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Nerium"
"8430","<i>Nertera</i> Banks & Sol. ex Gaertn., <i>Fruct. Sem. Pl.</i> 124 (1788)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8431","<i>Nertera balfouriana</i> Cockayne","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8432","<i>Nertera ciliata</i> Kirk","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8433","<i>Nertera cunninghamii</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 112 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8434","<i>Nertera depressa</i> Banks & Sol. ex Gaertn., <i>Fruct. Sem. Pl.</i> 124, t. 26 (1788)","species","Non-endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8435","<i>Nertera dichondrifolia</i> (A.Cunn.) Hook.f.","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8436","<i>Nertera gracilis</i> Raoul, <i>Ann. Sci. Nat., Bot. s?r. 3,</i> 2: 121 (1844)","species","","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8437","<i>Nertera montana</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 28: 595 (1895 [1896])","species","","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8438","<i>Nertera papillosa</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 28: 595 (1895 [1896])","species","","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8439","<i>Nertera scapanioides</i> Lange","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8440","<i>Nertera setulosa</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 112, t. 28 B (1853)","species","","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Leptostigma"
"8441","<i>Nertera villosa</i> B.H.Macmill. & R.Mason, <i>New Zealand J. Bot.</i> 33: 435 (1995)","species","Endemic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera"
"8442","<i>Neslia</i> Desv., <i>J. Bot. Agric.</i> 162 (1815)","genus","Exotic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Neslia"
"8443","<i>Neslia paniculata</i> (L.) Desv.","species","Exotic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Neslia"
"8444","<i>Neslia paniculata</i> (L.) Desv. subsp. <i>paniculata</i>","subsp.","Exotic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Neslia"
"8445","<i>Nesodaphne</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 217 (1853)","genus","","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Beilschmiedia"
"8446","<i>Nesodaphne tarairi </i> (A.Cunn.) Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 217 (1853)","species","","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Beilschmiedia"
"8447","<i>Nesodaphne tawa</i> (A.Cunn.) Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 217 (1853)","species","","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Beilschmiedia"
"8448","<i>Nestegis</i> Raf., <i>Sylva Tellur.</i> 10 (1838)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8449","<i>Nestegis apetala</i> (Vahl) L.A.S.Johnson, <i>Fl. Hawaiiensis [Degener]  F. Hawaiiensis [Degener] </i> 300 (1958)","species","Non-endemic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8450","<i>Nestegis cunninghamii</i> (Hook.f.) L.A.S.Johnson, <i>Fl. Hawaiiensis [Degener]  F. Hawaiiensis [Degener] </i> 300 (1958)","species","Endemic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8451","<i>Nestegis lanceolata</i> (Hook.f.) L.A.S.Johnson, <i>Fl. Hawaiiensis [Degener]  F. Hawaiiensis [Degener] </i> 300 (1958)","species","Endemic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8452","<i>Nestegis montana</i> (Hook.f.) L.A.S.Johnson, <i>Fl. Hawaiiensis [Degener]  F. Hawaiiensis [Degener] </i> 413 (1958)","species","Endemic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8453","<i>Nicandra</i> Adans., <i>Fam. Pl. (Adanson) 2,</i> 219 (1763)","genus","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicandra"
"8454","<i>Nicandra physalodes</i> (L.) Gaertn.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicandra"
"8455","<i>Nicotiana</i> L., <i>Sp. Pl.</i> 180 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8456","<i>Nicotiana ?sanderae</i> W.Watson","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8457","<i>Nicotiana alata</i> Link & Otto","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8458","<i>Nicotiana glauca</i> Graham","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8459","<i>Nicotiana langsdorffii</i> Weinm.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8460","<i>Nicotiana longiflora</i> Cav.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8461","<i>Nicotiana rustica</i> L., <i>Sp. Pl.</i> 180 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8462","<i>Nicotiana sylvestris</i> Speg. & Comes","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8463","<i>Nicotiana tabacum</i> L., <i>Sp. Pl.</i> 180 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana"
"8464","<i>Nierembergia</i> Ruiz. & Pav., <i>Fl. Peruv. Prodr.</i> 23 (1794)","genus","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia"
"8465","<i>Nierembergia atkinsiana</i> Sweet","species","","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia"
"8466","<i>Nierembergia hippomanica</i> Miers (1846)","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia"
"8467","<i>Nierembergia repens</i> Ruiz & Pav.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia"
"8468","<i>Nigella</i> L., <i>Sp. Pl.</i> 534 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Nigella"
"8469","<i>Nigella damascena</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Nigella"
"8470","<i>Nolina</i> Michx., <i>Fl. Bor.-Amer. (Michaux) 2,</i> 207 (1803)","genus","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae","Nolina"
"8471","<i>Nolina longifolia</i> (Karw. ex Schult.f.) Hemsl. (1884)","species","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae","Nolina"
"8472","<i>Norysca kouytchensis</i> (H.L?v.) Y.Kimura in Nakai & Honda, <i>Nov. Fl. Jap. 10,</i> 98 (1951)","species","","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum"
"8473","<i>Nothofagaceae</i> Kuprian., <i>Int. Conf. Palynology,</i> 21 (1962)","family","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae",""
"8474","<i>Nothofagus</i> Blume, <i>Mus. Bot.</i> 307 (1851)","genus","Exotic","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8475","<i>Nothofagus ?apiculata</i> (Colenso) Krasser, <i>Ann. K. K. Naturhist. Hofmus.</i> 11: 163 (1896)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8476","<i>Nothofagus ?apiculata</i> var. <i>blairii</i> (Kirk) Govaerts in Govaerts & Frodin, <i>World Checkl. & Bibliogr. Fagales</i> 193 (1999)","var.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8477","<i>Nothofagus ?apiculata</i> var. <i>dubia</i> (Kirk) Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 375 (1925)","var.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8478","<i>Nothofagus ?blairii</i> (Kirk) Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 43: 172 (1911)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8479","<i>Nothofagus ?solfusca</i> Allan, <i>Genetica</i> 11 (1929)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8480","<i>Nothofagus antarctica</i> (G.Forst.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 354 (1871)","species","Exotic","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8481","<i>Nothofagus cliffortioides</i> (Hook.f.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 355 (1871)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8482","<i>Nothofagus fusca</i> (Hook.f.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 355 (1871)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8483","<i>Nothofagus menziesii</i> (Hook.f.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 355 (1871)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Lophozonia"
"8484","<i>Nothofagus</i> sect. <i>Calucechinus</i> subsect. <i>Antarcticae</i> Steenis, <i>J. Arnold Arbor.</i> 34: 334 (1953)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8485","<i>Nothofagus</i> sect. <i>Calucechinus</i> subsect. <i>Pumiliae</i> Steenis, <i>J. Arnold Arbor.</i> 34: 336 (1953)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8486","<i>Nothofagus</i> sect. <i>Calucechinus</i> subsect. <i>Saccofagus</i> Baum.-Bod., <i>Syst. Fl. Neu-Caledonien</i> 93 (1992)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8487","<i>Nothofagus</i> sect. <i>Deciduae</i> Steenis, <i>Blumea</i> 7: 146 (1952)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8488","<i>Nothofagus</i> sect. <i>Planae</i> Steenis, <i>Blumea</i> 7: 306 (1952)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8489","<i>Nothofagus</i> sect. <i>Plicatae</i> Steenis, <i>Blumea</i> 7: 306 (1952)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8490","<i>Nothofagus</i> sect. <i>Sempervirentes</i> Steenis, <i>Blumea</i> 7: 146 (1952)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8491","<i>Nothofagus</i> sect. <i>Sempervirentes</i> subsect. <i>Quadripartitae</i> Steenis, <i>Blumea</i> 7: 146 (1952)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8492","<i>Nothofagus solandri</i> (Hook.f.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 355 (1871)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8493","<i>Nothofagus solandri ? N. fusca</i>","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8494","<i>Nothofagus solandri ? N. truncata</i>","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8495","<i>Nothofagus solandri</i> var. <i>cliffortioides</i> (Hook.f.) Poole, <i>Trans. Roy. Soc. New Zealand</i> 85: 563 (1958)","var.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8496","<i>Nothofagus solandri var. cliffortioides ? fusca</i>","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8497","<i>Nothofagus solandri</i> (Hook.f.) Oerst., <i>Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.</i> 9: 355 (1871) var. <i>solandri</i>","var.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8498","<i>Nothofagus</i> subgen. <i>Fuscospora</i> R.S.Hill & J.Read, <i>Bot. J. Linn. Soc.</i> 105: 69 (1991)","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8499","<i>Nothofagus</i> subgen. <i>Lophozonia</i> (Turcz.) Krasser, <i>Ann. K. K. Naturhist. Hofmus.</i> 11: 162 (1896)","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Lophozonia"
"8500","<i>Nothofagus</i> subgen. <i>Menziesospora</i> R.S.Hill & J.Read, <i>Bot. J. Linn. Soc.</i> 105: 69 (1991)","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Lophozonia"
"8501","<i>Nothofagus</i> subgen. <i>Molischia</i> Krasser, <i>Ann. K. K. Naturhist. Hofmus.</i> 11: 162 (1896)","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8502","<i>Nothofagus</i> subgen. <i>Molischia</i> sect. <i>Calucechinus</i> (Hombr. & Jacquinot) Krasser, <i>Ann. K. K. Naturhist. Hofmus.</i> 11: 162 (1896)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8503","<i>Nothofagus</i> subgen. <i>Molischia</i> sect. <i>Calusparassus</i> (Hombr. & Jacquinot) Krasser, <i>Ann. K. K. Naturhist. Hofmus.</i> 11: 163 (1896)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8504","<i>Nothofagus</i> Blume, <i>Mus. Bot.</i> 307 (1851) subgen. <i>Nothofagus</i>","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8505","<i>Nothofagus</i> subgen. <i>Nothofagus</i> sect. <i>Adenofagus</i> Baum.-Bod., <i>Syst. Fl. Neu-Caledonien</i> 94, 114 (1992)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Lophozonia"
"8506","<i>Nothofagus</i> subgen. <i>Nothofagus</i> sect. <i>Calusparassus</i> subsect. <i>Menziesiae</i> Philipson & M.N.Philipson, <i>Bot. J. Linn. Soc.</i> 98: 34 (1988)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Lophozonia"
"8507","<i>Nothofagus</i> subgen. <i>Nothofagus</i> sect. <i>Calusparassus</i> subsect. <i>Quadripartitae</i> (Steenis) Steenis, <i>J. Arnold Arbor.</i> 34: 337 (1953)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8508","<i>Nothofagus</i> subgen. <i>Nothofagus</i> sect. <i>Calusparassus</i> subsect. <i>Tripartitae</i> Steenis, <i>J. Arnold Arbor.</i> 34: 338 (1953)","subsect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8509","<i>Nothofagus</i> Blume, <i>Mus. Bot.</i> 307 (1851) subgen. <i>Nothofagus</i> sect. <i>Nothofagus</i>","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8510","<i>Nothofagus</i> subgen. <i>Nothofagus</i> sect. <i>Pumiliae</i> (Steenis) Hill & Read, <i>Bot. J. Linn. Soc.</i> 105: 69 (1991)","sect.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8511","<i>Nothofagus</i> subgen. <i>Pumiliae</i> (Steenis) Baum.-Bod. (1929)","subgen.","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Nothofagus"
"8512","<i>Nothofagus truncata</i> (Colenso) Cockayne, <i>New Zealand State Forest Bull.</i>, 21 (1926)","species","","Tracheophyta","Magnoliopsida","Fagales","Nothofagaceae","Fuscospora"
"8513","<i>Nothopanax ?parvus</i> (Kirk) Cockayne, <i>Rep. Bot. Surv. Stewart Island</i> 43 (1909)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Raukaua"
"8514","<i>Nothopanax anomalus</i> (Hook.) Seem., <i>J. Bot.</i> 4: 296 (1866)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Raukaua"
"8515","<i>Nothopanax arboreus</i> (L.f.) Seem., <i>J. Bot.</i> 4: 296 (1866)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8516","<i>Nothopanax colensoi</i> (Hook.f.) Seem., <i>J. Bot.</i> 4: 296 (1866)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8517","<i>Nothopanax edgerleyi</i> (Hook.f.) Harms, Value cannot be null. Parameter name: s 48 (1894)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Raukaua"
"8518","<i>Nothopanax kermadecensis</i> W.R.B.Oliv., <i>Trans. & Proc. New Zealand Inst.</i> 56: 4 (1926)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8519","<i>Nothopanax laetus</i> (Kirk) Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 54: 568 (1923)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8520","<i>Nothopanax linearis</i> (Hook.f.) Harms, Value cannot be null. Parameter name: s 48 (1894)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8521","<i>Nothopanax macintyrei</i> Cheeseman, <i>Man. New Zealand Fl., ed. 2,</i> 636 (1925)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Pseudopanax"
"8522","<i>Nothopanax simplex</i> (G.Forst.) Seem., <i>J. Bot.</i> 4: 352 (1866)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Raukaua"
"8523","<i>Nothopanax sinclairii</i> (Hook.f.) Seem., <i>J. Bot.</i> 4: 296 (1866)","species","","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Raukaua"
"8524","<i>Nothoscordum</i> Kunth, <i>Enum. Pl. 4,</i> 457 (1843)","genus","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Alliaceae","Nothoscordum"
"8525","<i>Nothoscordum borbonicum</i> Kunth (1843)","species","","Tracheophyta","Magnoliopsida","Asparagales","Alliaceae","Nothoscordum"
"8526","<i>Nothoscordum fragrans</i> (Vent.) Kunth (1844)","species","","Tracheophyta","Magnoliopsida","Asparagales","Alliaceae","Nothoscordum"
"8527","<i>Nothoscordum gracile</i> (Aiton) Stearn, <i>Taxon</i> 35: 338 (1986)","species","Exotic","Tracheophyta","Magnoliopsida","Asparagales","Alliaceae","Nothoscordum"
"8528","<i>Nothoscordum inodorum</i> (Aiton) Nicholson (1885)","species","","Tracheophyta","Magnoliopsida","Asparagales","Alliaceae","Allium"
"8529","<i>Notodanthonia</i> Zotov, <i>New Zealand J. Bot.</i> 1: 104 (1963)","genus","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8530","<i>Notodanthonia auriculata</i> (J.M.Black) Zotov, <i>New Zealand J. Bot.</i> 1: 113 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8531","<i>Notodanthonia biannularis</i> Zotov, <i>New Zealand J. Bot.</i> 1: 116 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8532","<i>Notodanthonia buchananii</i> (Hook.f.) Zotov, <i>New Zealand J. Bot.</i> 1: 110 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8533","<i>Notodanthonia caespitosa</i> (Gaudich.) Zotov, <i>New Zealand J. Bot.</i> 1: 117 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8534","<i>Notodanthonia clavata</i> Zotov, <i>New Zealand J. Bot.</i> 1: 119 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8535","<i>Notodanthonia gracilis</i> (Hook.f.) Zotov, <i>New Zealand J. Bot.</i> 1: 123 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8536","<i>Notodanthonia laevis</i> (Vickery) Zotov, <i>New Zealand J. Bot.</i> 1: 117 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8537","<i>Notodanthonia maculata</i> Zotov, <i>New Zealand J. Bot.</i> 1: 108 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8538","<i>Notodanthonia nigricans</i> (Petrie) Zotov, <i>New Zealand J. Bot.</i> 1: 123 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8539","<i>Notodanthonia nuda</i> (Hook.f.) Zotov, <i>New Zealand J. Bot.</i> 1: 112 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8540","<i>Notodanthonia penicillata</i> (Labill.) Zotov, <i>New Zealand J. Bot.</i> 1: 122 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8541","<i>Notodanthonia pilosa</i> (R.Br.) Zotov, <i>New Zealand J. Bot.</i> 1: 118 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8542","<i>Notodanthonia pulchra</i> Zotov, <i>New Zealand J. Bot.</i> 1: 111 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8543","<i>Notodanthonia purpurascens</i> (Vickery) Zotov, <i>New Zealand J. Bot.</i> 1: 114 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8544","<i>Notodanthonia racemosa</i> (R.Br.) Zotov, <i>New Zealand J. Bot.</i> 1: 121 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8545","<i>Notodanthonia setifolia</i> (Hook.f.) Zotov, <i>New Zealand J. Bot.</i> 1: 108 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8546","<i>Notodanthonia stricta</i> (Buchanan) Zotov, <i>New Zealand J. Bot.</i> 1: 121 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8547","<i>Notodanthonia tenuior</i> (Steud.) S.T.Blake (1972)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8548","<i>Notodanthonia tenuis</i> (Petrie) Zotov, <i>New Zealand J. Bot.</i> 1: 111 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8549","<i>Notodanthonia thomsonii</i> (Buchanan) Zotov, <i>New Zealand J. Bot.</i> 1: 112 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8550","<i>Notodanthonia unarede</i> (Raoul) Zotov, <i>New Zealand J. Bot.</i> 1: 122 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
"8551","<i>Notodanthonia viridis</i> Zotov, <i>New Zealand J. Bot.</i> 1: 108 (1963)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Rytidosperma"
