famille,nom_taxon,Genre,synonyme,remarque
Blechnaceae Newman,Oceaniopteris ciliata (T.Moore) Gasper & Salino,Oceaniopteris,Lomaria ciliata T.Moore,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris ciliata (T.Moore) Gasper & Salino,Oceaniopteris,Blechnum moorei C.Chr.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris francii (Rosenst.) Gasper & Salino,Oceaniopteris,Blechnum obtusatum var. francii (Rosenst.) Brownlie,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris francii (Rosenst.) Gasper & Salino,Oceaniopteris,Blechnum francii Rosenst.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris gibba (Labill.) Gasper & Salino,Oceaniopteris,Lomaria gibba Labill.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris gibba (Labill.) Gasper & Salino,Oceaniopteris,Blechnum gibbum (Labill.) Mett.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris obtusata (Labill.) Gasper & Salino,Oceaniopteris,Lomaria obtusata Labill.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Oceaniopteris obtusata (Labill.) Gasper & Salino,Oceaniopteris,Blechnum obtusatum (Labill.) Mett.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum chauliodontum (Copel.) Gasper & Salino,Parablechnum,Blechnum chauliodontum Copel.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum confusum (E.Fourn.) Gasper & Salino,Parablechnum,Blechnum confusum (E.Fourn.) Brownlie,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum confusum (E.Fourn.) Gasper & Salino,Parablechnum,Lomaria confusa E.Fourn.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum corbassonii (Brownlie) Gasper & Salino,Parablechnum,Blechnum corbassonii Brownlie,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum subcordatum (E.Fourn.) Gasper & Salino,Parablechnum,Blechnum subcordatum (E.Fourn.) Brownlie,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,Parablechnum subcordatum (E.Fourn.) Gasper & Salino,Parablechnum,Lomaria subcordata E.Fourn.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
Blechnaceae Newman,"Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey",Telmatoblechnum,Blechnum indicum Burm.f.,Perrie & al. 2014 TAXON 63 (4) : 745-758
Cyatheaceae Kaulf.,Alsophila stelligera (Holttum) R.M.Tryon,Alsophila,Cyathea stelligera Holttum,
Cyatheaceae Kaulf.,Alsophila vieillardii (Mett.) R.M.Tryon,Alsophila,Cyathea neocaledonica Compton,
Cyatheaceae Kaulf.,Alsophila vieillardii (Mett.) R.M.Tryon,Alsophila,Cyathea sclerolepis Baker,
Cyatheaceae Kaulf.,Alsophila vieillardii (Mett.) R.M.Tryon,Alsophila,Cyathea incisocrenata Baker,
Cyatheaceae Kaulf.,Alsophila vieillardii (Mett.) R.M.Tryon,Alsophila,Cyathea vieillardii Mett.,
Cyatheaceae Kaulf.,Alsophila vieillardii (Mett.) R.M.Tryon,Alsophila,Cyathea propinqua Mett.,
Cyatheaceae Kaulf.,Cyathea alata (E.Fourn.) Copel.,Cyathea,Alsophila decurrens sensu ,
Cyatheaceae Kaulf.,Cyathea alata (E.Fourn.) Copel.,Cyathea,Alsophila alata E.Fourn.,
Cyatheaceae Kaulf.,Cyathea cicatricosa Holttum,Cyathea,Alsophila cicatricosa (Holttum) R.M.Tryon,
Cyatheaceae Kaulf.,Sphaeropteris albifrons (Vieill. ex E.Fourn.) R.M.Tryon,Sphaeropteris,Cyathea albifrons Vieill. ex E.Fourn.,
Cyatheaceae Kaulf.,Sphaeropteris albifrons (Vieill. ex E.Fourn.) R.M.Tryon,Sphaeropteris,Cyathea lenormandii Vieill. ex Baker,
Cyatheaceae Kaulf.,Sphaeropteris albifrons (Vieill. ex E.Fourn.) R.M.Tryon,Sphaeropteris,Cyathea interjecta Baker,
Cyatheaceae Kaulf.,Sphaeropteris intermedia (Mett.) R.M.Tryon,Sphaeropteris,Cyathea intermedia (Mett.) Copel.,
Cyatheaceae Kaulf.,Sphaeropteris intermedia (Mett.) R.M.Tryon,Sphaeropteris,Alsophila intermedia Mett.,
Cyatheaceae Kaulf.,Sphaeropteris intermedia (Mett.) R.M.Tryon,Sphaeropteris,Alsophila francii Rosenst.,
Cyatheaceae Kaulf.,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris,Polypodium lunulatum G.Forst.,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Fourniera novae-caledoniae J.Bommer,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Fourniera funebris E.Fourn.,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Alsophila novae-caledoniae Mett.,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Alsophila lepidotricha (E.Fourn.) Diels,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Fourniera lepidotricha E.Fourn.,
Cyatheaceae Kaulf.,Sphaeropteris novae-caledoniae (Mett.) R.M.Tryon,Sphaeropteris,Cyathea novae-caledoniae (Mett.) Copel.,
Davalliaceae M.R.Schomb.,Davallia epiphylla (G.Forst.) Sw.,Davallia,Trichomanes epiphyllum G.Forst.,Nooteboom (1994) fait mention d'un spécimen en NC mais ne précise pas lequel. A priori aucun autre spécimen décelé jusqu'à présent et espèce non vue en NC par Amice et Perrie
Davalliaceae M.R.Schomb.,Davallia pectinata Sm.,Davallia,Davallia pectinata Hook. & Grev.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pectinata Sm.,Davallia,Humata gaimardiana sensu ,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pectinata Sm.,Davallia,Humata banksii Alston,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pectinata Sm.,Davallia,Davallia parallela sensu ,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pectinata Sm.,Davallia,Humata pectinata (Sm.) Desv.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pusilla Mett.,Davallia,Davallia alpina sensu ,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia pusilla Mett.,Davallia,Humata pusilla (Mett.) Carruth.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata repens (L.f.) J.Small ex Diels,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata repens var. alpina Blume,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Davallia botrychioides sensu ,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata repens sensu ,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata lepida sensu ,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata serrata Brack.,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Davallia serrata sensu ,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Pachypleuria repens (L.f.) M.Kato,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata botrychioides Brack.,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Davallia alpina sensu ,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Adiantum repens L.f.,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia repens (L.f.) Kuhn,Davallia,Humata brackenridgei Brownlie,"nom. illeg. non Davallia repens Desv. The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
Davalliaceae M.R.Schomb.,Davallia solida (G.Forst.) Sw. var. solida,Davallia,Davallia pyxida sensu ,
Davalliaceae M.R.Schomb.,Davallia solida (G.Forst.) Sw. var. solida,Davallia,Trichomanes solidum G.Forst.,
Davalliaceae M.R.Schomb.,Davallia solida var. arctotheca (E.Fourn.) Brownlie,Davallia,Davallia arctotheca E.Fourn.,
Dennstaedtiaceae Lotsy,Histiopteris incisa (Thunb.) J.Sm.,Histiopteris,Pteris incisa Thunb.,
Dennstaedtiaceae Lotsy,Histiopteris incisa (Thunb.) J.Sm.,Histiopteris,Pteris aurita sensu ,
Dennstaedtiaceae Lotsy,Histiopteris incisa (Thunb.) J.Sm.,Histiopteris,Pteris incisa var. aurita Blume,
Dennstaedtiaceae Lotsy,Hypolepis elegans Carruth. subsp. elegans,Hypolepis, ,See Brownsey P.J. (1987) Blumea 32 (1987) 227-276.
Dennstaedtiaceae Lotsy,Hypolepis resistens (Kunze) Hook.,Hypolepis,Cheilanthes resistens Kunze,
Dennstaedtiaceae Lotsy,Hypolepis resistens (Kunze) Hook.,Hypolepis,Hypolepis glandulifera Brownsey & Chinnock,
Dennstaedtiaceae Lotsy,Hypolepis tenuifolia (G.Forst.) Bernh.,Hypolepis,Hypolepis neocaledonica Rosenst.,
Dennstaedtiaceae Lotsy,Hypolepis tenuifolia (G.Forst.) Bernh.,Hypolepis,Lonchitis tenuifolia G.Forst.,
Dennstaedtiaceae Lotsy,Microlepia strigosa (Thunb.) C.Presl,Microlepia,Trichomanes strigosum Thunb.,
Dennstaedtiaceae Lotsy,Oenotrichia macgillivrayi (E.Fourn.) Brownlie,Oenotrichia,Davallia macgillivrayi (E.Fourn.) Baker,
Dennstaedtiaceae Lotsy,Oenotrichia macgillivrayi (E.Fourn.) Brownlie,Oenotrichia,Leucostegia macgillivrayi E.Fourn.,
Dennstaedtiaceae Lotsy,Oenotrichia maxima (E.Fourn.) Copel.,Oenotrichia,Leucostegia maxima E.Fourn.,"Le taxon devrait changer de genre, mais il n'est pas encore clair si le bon genre searit Dennstaedtia, Leptolepia ou Patania d'après Perrie et al. Australian Systematic Botany, 2015, 28, 256–264"
Dennstaedtiaceae Lotsy,Oenotrichia maxima (E.Fourn.) Copel.,Oenotrichia,Leptolepia aspidioides Mett. ex Kuhn,"Le taxon devrait changer de genre, mais il n'est pas encore clair si le bon genre searit Dennstaedtia, Leptolepia ou Patania d'après Perrie et al. Australian Systematic Botany, 2015, 28, 256–264"
Dennstaedtiaceae Lotsy,Oenotrichia maxima (E.Fourn.) Copel.,Oenotrichia,Leptolepia maxima (E.Fourn.) C.Chr.,"Le taxon devrait changer de genre, mais il n'est pas encore clair si le bon genre searit Dennstaedtia, Leptolepia ou Patania d'après Perrie et al. Australian Systematic Botany, 2015, 28, 256–264"
Dennstaedtiaceae Lotsy,Oenotrichia maxima (E.Fourn.) Copel.,Oenotrichia,Davallia maxima (E.Fourn.) Baker,"Le taxon devrait changer de genre, mais il n'est pas encore clair si le bon genre searit Dennstaedtia, Leptolepia ou Patania d'après Perrie et al. Australian Systematic Botany, 2015, 28, 256–264"
Dennstaedtiaceae Lotsy,Paesia rugosula (Labill.) Kuhn,Paesia,Pteris rugosula Labill.,
Dennstaedtiaceae Lotsy,Paesia rugosula (Labill.) Kuhn,Paesia,Cheilanthes rugosula (Labill.) E.Fourn.,
Dennstaedtiaceae Lotsy,Pteridium esculentum (G.Forst.) Cockayne subsp. esculentum,Pteridium, ,
Dicksoniaceae M.R.Schomb.,Calochlaena straminea (Labill.) M.D.Turner & R.A.White,Calochlaena,Culcita straminea (Labill.) Maxon,
Dicksoniaceae M.R.Schomb.,Calochlaena straminea (Labill.) M.D.Turner & R.A.White,Calochlaena,Dicksonia straminea Labill.,
Dicksoniaceae M.R.Schomb.,Calochlaena straminea (Labill.) M.D.Turner & R.A.White,Calochlaena,Balantium stramineum (Labill.) Diels,
Dicksoniaceae M.R.Schomb.,Dicksonia baudouinii E.Fourn.,Dicksonia,Dicksonia berteroana sensu E.Fourn.,
Dicksoniaceae M.R.Schomb.,Dicksonia baudouinii E.Fourn.,Dicksonia,Dicksonia deplanchei Vieill. ex Baker,
Dicksoniaceae M.R.Schomb.,Dicksonia munzingeri Noben & Lehnert,Dicksonia, ,in NOBEN S. & LEHNERT M. 2013. - The genus Dicksonia (Dicksoniaceae) in the western Pacific. Phytotaxa 155: 23-34.
Dicksoniaceae M.R.Schomb.,Dicksonia perriei Noben & Lehnert,Dicksonia, ,in NOBEN S. & LEHNERT M. 2013. - The genus Dicksonia (Dicksoniaceae) in the western Pacific. Phytotaxa 155: 23-34.
Dicksoniaceae M.R.Schomb.,Dicksonia thyrsopteroides Mett.,Dicksonia,Balantium thyrsopteroides (Mett.) E.Fourn.,
Diplaziopsidaceae X.C.Zhang & Christenh.,Diplaziopsis javanica (Blume) C.Chr.,Diplaziopsis,Asplenium javanicum Blume,
Dipteridaceae Seward & E.Dale,Dipteris conjugata Reinw.,Dipteris, ,
Dryopteridaceae Herter,Arachniodes aristata (G.Forst.) Tindale,Arachniodes,Polypodium aristatum G.Forst.,
Dryopteridaceae Herter,Bolbitis lonchophora (Fée) C.Chr.,Bolbitis,Bolbitis palustris (Brack.) Hennipman,Hennipman (1977). Monograph of Bolbitis. Antériorité (nom de Fée: 1845; nom de Brack. 1854)
Dryopteridaceae Herter,Bolbitis lonchophora (Fée) C.Chr.,Bolbitis,Heteronevron lonchophorum Fée,Hennipman (1977). Monograph of Bolbitis. Antériorité (nom de Fée: 1845; nom de Brack. 1854)
Dryopteridaceae Herter,Elaphoglossum glabratum (Mett.) S.Moore,Elaphoglossum,Acrostichum glabratum Mett.,"Récolte associée au taxon : H.S. MacKee 23360
"
Dryopteridaceae Herter,Elaphoglossum huerlimannii Guillaumin,Elaphoglossum, ,
Dryopteridaceae Herter,Elaphoglossum milnei Krajina,Elaphoglossum, ,"Distribution : Fiji, présence en NC à confirmer"
Dryopteridaceae Herter,Elaphoglossum vieillardii (Mett.) S.Moore,Elaphoglossum,Acrostichum vieillardii Mett.,
Dryopteridaceae Herter,Lastreopsis abscondita Perrie & Amice,Lastreopsis, ,https://doi.org/10.1080/0028825X.2021.1876742
Dryopteridaceae Herter,Lastreopsis subsericea (Mett.) Tindale,Lastreopsis,Aspidium subsericeum Mett.,
Dryopteridaceae Herter,Lastreopsis tenera (R.Br.) Tindale,Lastreopsis,Nephrodium tenerum R.Br.,
Dryopteridaceae Herter,Lastreopsis vieillardii (Mett.) Tindale,Lastreopsis,Aspidium vieillardii Mett.,"Taxon validé par Gardner & al. 2017 Systematic Botany, 42(3):385-391."
Dryopteridaceae Herter,"Parapolystichum rufescens (Blume) Labiak, Sundue & R.C.Moran",Parapolystichum,Aspidium rufescens Blume,"In Labiak PH, Sundue M, Rouhan G, Moran RC (2014) New combinations in Lastreopsis and Parapolystichum (Dryopteridaceae). Brittonia 66."
Dryopteridaceae Herter,"Parapolystichum smithianum (Tindale) Labiak, Sundue & R.C.Moran",Parapolystichum,Lastreopsis smithiana Tindale,Présence en NC citée dans Gardner & al. 2017 Systematic Botany 42(3):385-391.
Dryopteridaceae Herter,Teratophyllum wilkesianum (Brack.) Holttum,Teratophyllum,Polybotrya wilkesiana Brack.,
Equisetaceae Michx. ex DC.,Equisetum ramosissimum Desf.,Equisetum,Equisetum elongatum sensu Mett.,
Gleicheniaceae C.Presl,Dicranopteris linearis (Burm.f.) Underw.,Dicranopteris,Gleichenia linearis (Burm.f.) C.B.Clarke,
Gleicheniaceae C.Presl,Dicranopteris linearis (Burm.f.) Underw.,Dicranopteris,Gleichenia dichotoma (Thunb.) Hook.,
Gleicheniaceae C.Presl,Dicranopteris linearis (Burm.f.) Underw.,Dicranopteris,Polypodium dichotomum Thunb.,
Gleicheniaceae C.Presl,Dicranopteris linearis (Burm.f.) Underw.,Dicranopteris,Polypodium lineare Burm.f.,
Gleicheniaceae C.Presl,Gleichenia dicarpa R.Br.,Gleichenia,Pteris dicarpa (R.Br.) Christenh.,
Gleicheniaceae C.Presl,Gleichenia dicarpa R.Br.,Gleichenia,Gleichenia circinata sensu ,
Gleicheniaceae C.Presl,Sticherus brackenridgei (E.Fourn.) H.St.John,Sticherus,Gleichenia brackenridgei E.Fourn.,
Gleicheniaceae C.Presl,Sticherus flabellatus (R.Br.) H.St.John,Sticherus,Gleichenia flabellata R.Br.,
Gleicheniaceae C.Presl,Sticherus montaguei (Compton) Nakai,Sticherus,Gleichenia flagellaris sensu ,
Gleicheniaceae C.Presl,Sticherus montaguei (Compton) Nakai,Sticherus,Gleichenia montaguei Compton,
Gleicheniaceae C.Presl,Stromatopteris moniliformis Mett.,Stromatopteris,Gleichenia moniliformis (Mett.) Moore,
Hymenophyllaceae Mart.,Abrodictyum asaegrayi (Bosch) Ebihara & K.Iwats.,Abrodictyum,Trichomanes asaegrayi Bosch,
Hymenophyllaceae Mart.,Abrodictyum caudatum (Brack.) Ebihara & K.Iwats.,Abrodictyum,Trichomanes caudatum Brack.,
Hymenophyllaceae Mart.,Abrodictyum caudatum (Brack.) Ebihara & K.Iwats.,Abrodictyum,Trichomanes rigidum sensu Diels,
