famille,nom_taxon,Genre,synonyme,remarque
Rubiaceae Juss.,Coelospermum fragrans (Montrouz.) Baill. ex Guillaumin,Coelospermum,Coelospermum monticolum Baill. ex Guillaumin,"Razafimandimbison & Bremer 2011 C. fragrans est a dubious species, mais n'ont pas pu vérifier (type non trouvé). Syn in Mouly, A. and D. Fleurot, Adansonia sér. 3, 2021. 43(25): p. 269-276."
Rubiaceae Juss.,Coelospermum nomac Mouly & Fleurot,Coelospermum, ,"in Mouly, A. and D. Fleurot, Adansonia sér. 3, 2021. 43(25): p. 269-276."
Rubiaceae Juss.,Cyclophyllum baladense Guillaumin,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum balansae (Baill.) Guillaumin,Cyclophyllum,Canthium balansae Baill.,
Rubiaceae Juss.,Cyclophyllum balansae (Baill.) Guillaumin,Cyclophyllum,Cyclophyllum vieillardii (Baill.) Guillaumin,
Rubiaceae Juss.,Cyclophyllum balansae (Baill.) Guillaumin,Cyclophyllum,Canthium vieillardii Baill.,
Rubiaceae Juss.,Cyclophyllum balansae (Baill.) Guillaumin,Cyclophyllum,Cyclophyllum francii Guillaumin,
Rubiaceae Juss.,Cyclophyllum calyculatum Guillaumin,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum cardiocarpum (Baill.) Guillaumin,Cyclophyllum,Canthium cardiocarpum Baill.,
Rubiaceae Juss.,Cyclophyllum deplanchei Hook.f.,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum fragrans (Schltr. & K.Krause) Mouly,Cyclophyllum,Rhopalobrachium fragrans Schltr. & K.Krause,
Rubiaceae Juss.,Cyclophyllum guillauminianum Baum.-Bod. ex Mouly & Jeanson,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Cyclophyllum henriettae (Baill.) Guillaumin,Cyclophyllum,Canthium henriettae Baill.,
Rubiaceae Juss.,Cyclophyllum jasminifolium Guillaumin & MacKee,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum letocartiorum Mouly,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Cyclophyllum macphersonii Mouly,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Cyclophyllum memaoyaense Mouly,Cyclophyllum, ,in Mouly A  (2015) Acta Botanica Gallica: Botany Letters
Rubiaceae Juss.,Cyclophyllum merrillianum Guillaumin,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum pancheri (Baill.) Guillaumin,Cyclophyllum,Cyclophyllum cymosum S.Moore,
Rubiaceae Juss.,Cyclophyllum pancheri (Baill.) Guillaumin,Cyclophyllum,Canthium pancheri Baill.,
Rubiaceae Juss.,Cyclophyllum pindaiense Mouly,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Cyclophyllum sagittatum Baill. ex Guillaumin,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum subalatum (Baill.) Guillaumin,Cyclophyllum,Canthium subalatum Baill.,
Rubiaceae Juss.,Cyclophyllum tenuipes Guillaumin,Cyclophyllum, ,
Rubiaceae Juss.,Cyclophyllum tieaense Mouly,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Cyclophyllum tiebaghiense Mouly & Jeanson,Cyclophyllum, ,"in Mouly A, Jeanson M (2015) Acta Botanica Gallica: Botany Letters 162, 173-189."
Rubiaceae Juss.,Dentella repens J.R.Forst. & G.Forst.,Dentella, ,
Rubiaceae Juss.,Douarrea alba Montrouz.,Douarrea, ,"Incertae species fide Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,"Eumachia collina (Labill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Psychotria collina Labill.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia collina (Labill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Psychotria lenormandii Schltr.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia collina (Labill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Margaritopsis collina (Labill.) Barrabé & Mouly,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia collina (Labill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Psychotria pseudocollina Hochr.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia lyciiflora (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Psychotria lyciiflora (Baill.) Schltr.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia lyciiflora (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Uragoga lyciiflora Baill.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia lyciiflora (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Margaritopsis lyciiflora (Baill.) Barrabé & J.Florence,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia oleoides (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Psychotria oleoides (Baill.) Schltr.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia oleoides (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Uragoga oleoides Baill.,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,"Eumachia oleoides (Baill.) Barrabé, C.M.Taylor & Razafim.",Eumachia,Margaritopsis oleoides (Baill.) Barrabé & Mouly,"Taylor, C.M., et al. (2017) Eumachia expanded, a pantropical genus distinct from Psychotria (Rubiaceae, Palicoureeae). Candollea 72(2): 289-318."
Rubiaceae Juss.,Exallage lapeyrousei (DC.) Neupane & N.Wikstr.,Exallage,Oldenlandia crataegonum Guillaumin,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Exallage lapeyrousei (DC.) Neupane & N.Wikstr.,Exallage,Hedyotis crataeogonum Spreng.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Exallage lapeyrousei (DC.) Neupane & N.Wikstr.,Exallage,Hedyotis lapeyrousii DC.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Gardenia aubryi Vieill.,Gardenia, ,
Rubiaceae Juss.,Gardenia oudiepe Vieill.,Gardenia,Gardenia cerifera S.Moore,Taxon clairement correct selon A. Mouly (27.x.2005)
Rubiaceae Juss.,Gardenia schlechteri Bonati & Petitm.,Gardenia, ,
Rubiaceae Juss.,Gardenia urvillei Montrouz.,Gardenia,Gardenia lucens Pancher & Sebert ex Guillaumin,
Rubiaceae Juss.,Gardenia urvillei Montrouz.,Gardenia,Gardenia noumeensis Schltr. & K.Krause,
Rubiaceae Juss.,Gardenia urvillei Montrouz.,Gardenia,Gardenia sylvestris S.Moore,
Rubiaceae Juss.,"Gea boulindaensis Achille, ined.",Gea,Guettarda sp. a ,
Rubiaceae Juss.,"Gea connatistipula Achille, ined.",Gea,Guettarda sp. d ,
Rubiaceae Juss.,"Gea crassifolia Achille, ined.",Gea,Guettarda sp. b ,
Rubiaceae Juss.,"Gea humboldtensis (Guillaumin) Achille, ined.",Gea,Guettarda humboldtensis Guillaumin,"Achille, F., Motley, T. J., Lowry II, P. P., & Jérémie, J. (2006) Annals of the Missouri Botanical Garden 93, 103-121. ont montré que cette espèce devait être dans un nouveau genre qu'il a annoté Gea en herbier."
Rubiaceae Juss.,"Gea platycarpa (Montrouz.) Achille, ined.",Gea,Guettarda fusca Pancher ex Baill.,"Achille, F., Motley, T. J., Lowry II, P. P., & Jérémie, J. (2006) Annals of the Missouri Botanical Garden 93, 103-121. ont montré que cette espèce devait être dans un nouveau genre qu'il a annoté Gea en herbier."
Rubiaceae Juss.,"Gea platycarpa (Montrouz.) Achille, ined.",Gea,Guettarda platycarpa (Montrouz.) Guillaumin,"Achille, F., Motley, T. J., Lowry II, P. P., & Jérémie, J. (2006) Annals of the Missouri Botanical Garden 93, 103-121. ont montré que cette espèce devait être dans un nouveau genre qu'il a annoté Gea en herbier."
Rubiaceae Juss.,"Gea platycarpa (Montrouz.) Achille, ined.",Gea,Timonius platycarpus Montrouz.,"Achille, F., Motley, T. J., Lowry II, P. P., & Jérémie, J. (2006) Annals of the Missouri Botanical Garden 93, 103-121. ont montré que cette espèce devait être dans un nouveau genre qu'il a annoté Gea en herbier."
Rubiaceae Juss.,"Gea trimera (Guillaumin) Achille, ined.",Gea,Guettarda trimera Guillaumin,"Achille, F., Motley, T. J., Lowry II, P. P., & Jérémie, J. (2006) Annals of the Missouri Botanical Garden 93, 103-121. ont montré que cette espèce devait être dans un nouveau genre qu'il a annoté Gea en herbier."
Rubiaceae Juss.,Geophila repens (L.) I.M.Johnst.,Geophila,Geophila herbacea Kuntze,
Rubiaceae Juss.,Geophila repens (L.) I.M.Johnst.,Geophila,Rondeletia repens L.,
Rubiaceae Juss.,Guettarda artensis Guillaumin,Guettarda, ,
Rubiaceae Juss.,Guettarda baladensis Guillaumin,Guettarda, ,
Rubiaceae Juss.,Guettarda balansana Baill.,Guettarda, ,"""balansaeana"" corrected into ""balansana"" Art. 60, rec. 60C.1.(c)"
Rubiaceae Juss.,Guettarda eximia Baill.,Guettarda, ,
Rubiaceae Juss.,Guettarda heterosepala Guillaumin,Guettarda, ,
Rubiaceae Juss.,Guettarda mephitica Guillaumin,Guettarda, ,
Rubiaceae Juss.,Guettarda speciosa L.,Guettarda, ,
Rubiaceae Juss.,Guettarda splendens Baill.,Guettarda, ,
Rubiaceae Juss.,Guettarda wagapensis Guillaumin,Guettarda, ,
Rubiaceae Juss.,Guettardella  rhamnoides (Baill.)  J.G.Chavez,Guettardella,Antirhea rhamnoides (Baill.) Chaw,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Guettardella  rhamnoides (Baill.)  J.G.Chavez,Guettardella,Guettarda rhamnoides Baill.,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Guettardella ioensis (Baill.) J.G.Chavez,Guettardella,Guettarda ioensis Baill.,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Guettardella ioensis (Baill.) J.G.Chavez,Guettardella,Antirhea ioensis (Baill.) Chaw,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Gynochthodes artensis (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda artensis Montrouz.,
Rubiaceae Juss.,Gynochthodes billardierei (Baill.) Razafim. & B.Bremer,Gynochthodes,Morinda billardierei Baill.,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda ilicifolia Guillaumin,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Pogonanthus candollei Montrouz.,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda candollei var. angustifolia Guillaumin,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda sp. nov. ? ,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda candollei var. subvillosa Guillaumin,
Rubiaceae Juss.,Gynochthodes candollei (Montrouz.) Razafim. & B.Bremer,Gynochthodes,Morinda candollei (Montrouz.) Beauvis.,
Rubiaceae Juss.,Gynochthodes collina (Schltr.) Razafim. & B.Bremer,Gynochthodes,Morinda elongata Schltr.,
Rubiaceae Juss.,Gynochthodes collina (Schltr.) Razafim. & B.Bremer,Gynochthodes,Morinda collina Schltr.,
Rubiaceae Juss.,Gynochthodes decipiens (Schltr.) Razafim. & B.Bremer,Gynochthodes,Morinda decipiens Schltr.,
Rubiaceae Juss.,Gynochthodes deplanchei (Hook.f.) Razafim. & B.Bremer,Gynochthodes,Morinda gatopensis Guillaumin,
Rubiaceae Juss.,Gynochthodes deplanchei (Hook.f.) Razafim. & B.Bremer,Gynochthodes,Imantina deplanchei Hook.f.,
Rubiaceae Juss.,Gynochthodes deplanchei (Hook.f.) Razafim. & B.Bremer,Gynochthodes,Morinda alyxioides Guillaumin,
Rubiaceae Juss.,Gynochthodes deplanchei (Hook.f.) Razafim. & B.Bremer,Gynochthodes,Morinda deplanchei (Hook.f.) Baill. ex K.Schum.,
Rubiaceae Juss.,Gynochthodes deplanchei (Hook.f.) Razafim. & B.Bremer,Gynochthodes,Morinda podocarpifolia Guillaumin,
Rubiaceae Juss.,Gynochthodes glaucescens (Schltr.) Razafim. & B.Bremer,Gynochthodes,Morinda schumanniana Schltr.,
Rubiaceae Juss.,Gynochthodes glaucescens (Schltr.) Razafim. & B.Bremer,Gynochthodes,Morinda glaucescens Schltr.,
Rubiaceae Juss.,Gynochthodes kanalensis (Baill. ex Guillaumin) Razafim. & B.Bremer,Gynochthodes,Morinda kanalensis Baill. ex Guillaumin,
Rubiaceae Juss.,Gynochthodes mollis (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda mollis A.Gray,
Rubiaceae Juss.,Gynochthodes mollis (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda candollei var. villosa Guillaumin,
Rubiaceae Juss.,Gynochthodes montana (J.T.Johanss.) Razafim. & B.Bremer,Gynochthodes,Morinda montana J.T.Johanss.,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda myrtifolia var. myrtifolia A.Gray,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda myrtifolia var. choriophylla (Baill.) J.T.Johanss.,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda velutina Guillaumin,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda forsteri Seem.,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda myrtifolia  A. Gray,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda forsteri subsp. guillauminii Däniker,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda myrtifolia var. velutina (Guillaumin) J.T.Johanss.,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda myrtifolia var. brevifolia J.T.Johanss.,
Rubiaceae Juss.,Gynochthodes myrtifolia (A.Gray) Razafim. & B.Bremer,Gynochthodes,Morinda choriophylla Baill.,
Rubiaceae Juss.,Gynochthodes neocaledonica (S.Moore) Razafim. & B.Bremer,Gynochthodes,Lucinaea neocaledonica S.Moore,
Rubiaceae Juss.,Gynochthodes neocaledonica (S.Moore) Razafim. & B.Bremer,Gynochthodes,Morinda neocaledonica (S.Moore) Guillaumin,
Rubiaceae Juss.,Gynochthodes phyllireoides (Labill.) Razafim. & B.Bremer,Gynochthodes,Morinda phyllireoides Labill.,
Rubiaceae Juss.,Gynochthodes phyllireoides (Labill.) Razafim. & B.Bremer,Gynochthodes,Morinda vieillardii Guillaumin,
Rubiaceae Juss.,Gynochthodes phyllireoides (Labill.) Razafim. & B.Bremer,Gynochthodes,Morinda ligustrina S.Moore,
Rubiaceae Juss.,Gynochthodes phyllireoides (Labill.) Razafim. & B.Bremer,Gynochthodes,Morinda fallax Schltr.,
Rubiaceae Juss.,Gynochthodes truncata (J.T. Johanss.) Razafim. & B.Bremer,Gynochthodes,Morinda truncata J.T.Johanss.,
Rubiaceae Juss.,Ixora aoupinieensis Hoang & Mouly,Ixora, ,
Rubiaceae Juss.,Ixora buxina Baill.,Ixora, ,
Rubiaceae Juss.,Ixora cauliflora Montrouz. var. cauliflora,Ixora, ,
Rubiaceae Juss.,Ixora cauliflora var. graciliflora Guillaumin,Ixora,Ixora graciliflora Schltr. & K.Krause,
Rubiaceae Juss.,Ixora clarae Mouly & Pisivin,Ixora, ,
Rubiaceae Juss.,Ixora collina (Montrouz.) Beauvis. var. collina,Ixora,Panchezia collina Montrouz.,
Rubiaceae Juss.,Ixora collina var. minor Guillaumin,Ixora, ,Pourrait être un espèce distincte (Mouly comm. pers. 10/2014)
Rubiaceae Juss.,Ixora comptonii S.Moore,Ixora, ,
Rubiaceae Juss.,Ixora dzumacensis Guillaumin,Ixora, ,
Rubiaceae Juss.,Ixora elisae Mouly & Pisivin,Ixora, ,
Rubiaceae Juss.,Ixora florida S.Moore,Ixora, ,
Rubiaceae Juss.,Ixora francii Schltr. & K.Krause var. francii,Ixora, ,
Rubiaceae Juss.,Ixora francii var. angustifolia Schltr. & K.Krause,Ixora, ,
Rubiaceae Juss.,Ixora ixoroides (Guillaumin) Mouly & B.Bremer,Ixora,Cyclophyllum ixoroides Guillaumin,
Rubiaceae Juss.,Ixora kuakuensis S.Moore,Ixora, ,
Rubiaceae Juss.,Ixora lecardii Guillaumin,Ixora, ,
Rubiaceae Juss.,Ixora longiloba Guillaumin,Ixora, ,
Rubiaceae Juss.,Ixora margaretiae (N.Hallé) Mouly & B.Bremer,Ixora,Captaincookia margaretiae N.Hallé,Corrigé de margaretae en margaretiae (Art.60.8.(b) du Code 2018)
Rubiaceae Juss.,Ixora oligantha Schltr. & K.Krause var. oligantha,Ixora, ,
Rubiaceae Juss.,Ixora oligantha var. opuloides Baill. ex Guillaumin,Ixora,"Ixora opulioides Baill. ex Guillaumin, nom. nud.",
Rubiaceae Juss.,Ixora schlechteri Bremek.,Ixora,Ixora montana Schltr.,nom. nov. pour Ixora montana Schltr. non Ixora montana Lour.
Rubiaceae Juss.,Ixora vieillardii Guillaumin,Ixora, ,
Rubiaceae Juss.,Ixora yaouhensis Schltr.,Ixora, ,
Rubiaceae Juss.,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Leptopetalum,Hedyotis biflora (L.) Lam.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Leptopetalum,Hedyotis gracilis DC.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Leptopetalum,Oldenlandia biflora L.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Leptopetalum,Oldenlandia paniculata L.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Leptopetalum foetidum (G.Forst.) Neupane & N.Wikstr.,Leptopetalum,Hedyotis foetida (G.Forst.) Sm.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Leptopetalum foetidum (G.Forst.) Neupane & N.Wikstr.,Leptopetalum,Oldenlandia foetida G.Forst.,"Neupane, S., Dessein, S., Wikström, N., Lewis, P. O., Long, C., Bremer, B., & Motley, T. J. (2015) Taxon 64, 299-322."
Rubiaceae Juss.,Morinda citrifolia L.,Morinda, ,
Rubiaceae Juss.,Normandia neocaledonica Hook.f.,Normandia,Coprosma neocaledonica (Hook.f.) comb. ined.,
Rubiaceae Juss.,Oldenlandia imberbis Guillaumin,Oldenlandia, ,"Type sur calcaires soulevés, could be synonmym of L. foetidum, needs more detailed study"
Rubiaceae Juss.,Pavetta opulina DC.,Pavetta, ,
Rubiaceae Juss.,Psychotria amieuensis Guillaumin,Psychotria, ,
Rubiaceae Juss.,Psychotria ammericola Guillaumin,Psychotria, ,
Rubiaceae Juss.,Psychotria artensis (Montrouz.) Guillaumin,Psychotria,Mapouria artensis Beauvis.,"Incertae species in Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,Psychotria artensis (Montrouz.) Guillaumin,Psychotria,Delpechia artensis Montrouz.,"Incertae species in Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,Psychotria baillonii Schltr.,Psychotria,Psychotria stricta var. ouhinnae Guillaumin,
Rubiaceae Juss.,Psychotria baillonii Schltr.,Psychotria,Psychotria salicifolia var. ouhinnae Schltr.,
Rubiaceae Juss.,Psychotria baillonii Schltr.,Psychotria,Psychotria laxissima S.Moore,
Rubiaceae Juss.,Psychotria baladensis (Baill.) Guillaumin,Psychotria,Uragoga baladensis Baill.,
Rubiaceae Juss.,Psychotria belepensis Barrabé & Mouly,Psychotria,Psychotria speciosa (Montrouz.) S.Moore,"nom. nov. in Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,Psychotria belepensis Barrabé & Mouly,Psychotria,Mapouria speciosa (Montrouz.) Beauvis.,"nom. nov. in Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,Psychotria belepensis Barrabé & Mouly,Psychotria,Douarrea speciosa Montrouz.,"nom. nov. in Barrabé, L., Mouly, A., & Florence, J. (2013) Psychotriae (Rubiaceae) neocaledonicarum specierum nomenclator. Adansonia sér. 3, 35, 281-357."
Rubiaceae Juss.,Psychotria bourailensis Guillaumin,Psychotria, ,
Rubiaceae Juss.,Psychotria brachylaena (Baill.) Guillaumin,Psychotria,Uragoga brachylaena Baill.,
Rubiaceae Juss.,Psychotria calliantha (Baill.) Guillaumin,Psychotria,Uragoga calliantha Baill.,
